KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,Ground,Aboard,Fatalities,Year,Aboard3
,,,,,,,,,,,,,,,,,,,,,0,52,34,1960,52
,,,,,,,,,,,,,,,,,,,,,0,32,32,1960,32
,,,,,,,,,,,,,,,,,,,,,0,13,6,1960,13
,,,,,,,,,,,,,,,,,,,,,0,33,3,1960,33
,,,,,,,,,,,,,,,,,,,,,0,63,63,1960,63
,,,,,,,,,,,,,,,,,,,,,0,46,25,1960,46
,,,,,,,,,,,,,,,,,,,,,0,18,2,1960,18
,,,,,,,,,,,,,,,,,,,,,0,22,10,1960,22
,,,,,,,,,,,,,,,,,,,,,0,18,18,1960,18
,,,,,,,,,,,,,,,,,,,,,0,9,9,1960,9
,,,,,,,,,,,,,,,,,,,,,0,51,37,1960,51
,,,,,,,,,,,,,,,,,,,,,0,44,4,1960,44
,,,,,,,,,,,,,,,,,,,,,0,35,35,1960,35
,,,,,,,,,,,,,,,,,,,,,0,13,13,1960,13
,,,,,,,,,,,,,,,,,,,,,0,12,12,1960,12
,,,,,,,,,,,,,,,,,,,,,0,31,31,1960,31
,,,,,,,,,,,,,,,,,,,,,0,10,10,1960,10
,,,,,,,,,,,,,,,,,,,,,0,4,4,1960,4
,,,,,,,,,,,,,,,,,,,,,0,29,29,1960,29
,,,,,,,,,,,,,,,,,,,,,0,14,14,1960,14
,,,,,,,,,,,,,,,,,,,,,0,54,54,1960,54
,,,,,,,,,,,,,,,,,,,,,0,21,18,1960,21
,,,,,,,,,,,,,,,,,,,,,0,16,16,1960,16
,,,,,,,,,,,,,,,,,,,,,0,18,18,1960,18
,,,,,,,,,,,,,,,,,,,,,0,58,1,1960,58
,,,,,,,,,,,,,,,,,,,,,0,11,1,1960,11
,,,,,,,,,,,,,,,,,,,,,0,41,37,1960,41
,,,,,,,,,,,,,,,,,,,,,0,13,13,1960,13
,,,,,,,,,,,,,,,,,,,,,0,34,1,1960,34
,,,,,,,,,,,,,,,,,,,,,0,6,6,1960,6
,,,,,,,,,,,,,,,,,,,,,0,35,35,1960,35
,,,,,,,,,,,,,,,,,,,,,0,20,20,1960,20
,,,,,,,,,,,,,,,,,,,,,0,3,3,1960,3
,,,,,,,,,,,,,,,,,,,,,0,63,63,1960,63
,,,,,,,,,,,,,,,,,,,,,0,94,80,1960,94
,,,,,,,,,,,,,,,,,,,,,0,29,29,1960,29
,,,,,,,,,,,,,,,,,,,,,0,37,31,1960,37
,,,,,,,,,,,,,,,,,,,,,0,18,8,1960,18
,,,,,,,,,,,,,,,,,,,,,0,21,21,1960,21
,,,,,,,,,,,,,,,,,,,,,0,72,62,1960,72
,,,,,,,,,,,,,,,,,,,,,0,11,11,1960,11
,,,,,,,,,,,,,,,,,,,,,0,2,2,1960,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1960,3
,,,,,,,,,,,,,,,,,,,,,0,12,12,1960,12
,,,,,,,,,,,,,,,,,,,,,0,48,22,1960,48
,,,,,,,,,,,,,,,,,,,,,0,4,4,1960,4
,,,,,,,,,,,,,,,,,,,,,0,37,37,1960,37
,,,,,,,,,,,,,,,,,,,,,0,33,33,1960,33
,,,,,,,,,,,,,,,,,,,,,0,15,15,1960,15
,,,,,,,,,,,,,,,,,,,,,0,31,31,1960,31
,,,,,,,,,,,,,,,,,,,,,0,24,24,1961,24
,,,,,,,,,,,,,,,,,,,,,0,78,78,1961,78
,,,,,,,,,,,,,,,,,,,,,0,22,22,1961,22
,,,,,,,,,,,,,,,,,,,,,6,128,128,1960,128
,,,,,,,,,,,,,,,,,,,,,31,20,20,1960,20
,,,,,,,,,,,,,,,,,,,,,0,37,28,1960,37
,,,,,,,,,,,,,,,,,,,,,0,10,10,1961,10
,,,,,,,,,,,,,,,,,,,,,0,25,25,1961,25
,,,,,,,,,,,,,,,,,,,,,0,106,4,1961,106
,,,,,,,,,,,,,,,,,,,,,3,22,6,1961,22
,,,,,,,,,,,,,,,,,,,,,0,21,21,1961,21
,,,,,,,,,,,,,,,,,,,,,0,23,23,1961,23
,,,,,,,,,,,,,,,,,,,,,0,6,6,1961,6
,,,,,,,,,,,,,,,,,,,,,0,26,26,1961,26
,,,,,,,,,,,,,,,,,,,,,1,72,72,1961,72
,,,,,,,,,,,,,,,,,,,,,0,12,12,1961,12
,,,,,,,,,,,,,,,,,,,,,0,28,23,1961,28
,,,,,,,,,,,,,,,,,,,,,0,52,52,1961,52
,,,,,,,,,,,,,,,,,,,,,0,13,13,1961,13
,,,,,,,,,,,,,,,,,,,,,0,61,61,1961,61
,,,,,,,,,,,,,,,,,,,,,0,36,20,1961,36
,,,,,,,,,,,,,,,,,,,,,0,7,1,1961,7
,,,,,,,,,,,,,,,,,,,,,0,35,24,1961,35
,,,,,,,,,,,,,,,,,,,,,0,85,1,1961,85
,,,,,,,,,,,,,,,,,,,,,1,122,17,1961,122
,,,,,,,,,,,,,,,,,,,,,0,72,72,1961,72
,,,,,,,,,,,,,,,,,,,,,0,67,67,1961,67
,,,,,,,,,,,,,,,,,,,,,0,6,6,1961,6
,,,,,,,,,,,,,,,,,,,,,3,27,27,1961,27
,,,,,,,,,,,,,,,,,,,,,0,39,39,1961,39
,,,,,,,,,,,,,,,,,,,,,0,6,6,1961,6
,,,,,,,,,,,,,,,,,,,,,0,6,1,1961,6
,,,,,,,,,,,,,,,,,,,,,0,78,78,1961,78
,,,,,,,,,,,,,,,,,,,,,0,19,5,1961,19
,,,,,,,,,,,,,,,,,,,,,0,2,2,1961,2
,,,,,,,,,,,,,,,,,,,,,0,14,14,1961,14
,,,,,,,,,,,,,,,,,,,,,0,83,83,1961,83
,,,,,,,,,,,,,,,,,,,,,0,77,77,1961,77
,,,,,,,,,,,,,,,,,,,,,0,16,16,1961,16
,,,,,,,,,,,,,,,,,,,,,0,37,37,1961,37
,,,,,,,,,,,,,,,,,,,,,0,29,28,1961,29
,,,,,,,,,,,,,,,,,,,,,0,34,34,1961,34
,,,,,,,,,,,,,,,,,,,,,0,37,17,1961,37
,,,,,,,,,,,,,,,,,,,,,0,10,2,1961,10
,,,,,,,,,,,,,,,,,,,,,0,45,45,1961,45
,,,,,,,,,,,,,,,,,,,,,0,79,77,1961,79
,,,,,,,,,,,,,,,,,,,,,0,3,3,1961,3
,,,,,,,,,,,,,,,,,,,,,0,52,52,1961,52
,,,,,,,,,,,,,,,,,,,,,0,35,21,1961,35
,,,,,,,,,,,,,,,,,,,,,0,15,15,1961,15
,,,,,,,,,,,,,,,,,,,,,0,3,3,1961,3
,,,,,,,,,,,,,,,,,,,,,8,13,13,1961,13
,,,,,,,,,,,,,,,,,,,,,0,2,2,1961,2
,,,,,,,,,,,,,,,,,,,,,0,34,27,1961,34
,,,,,,,,,,,,,,,,,,,,,0,5,1,1961,5
,,,,,,,,,,,,,,,,,,,,,0,6,6,1962,6
,,,,,,,,,,,,,,,,,,,,,0,13,13,1962,13
,,,,,,,,,,,,,,,,,,,,,0,18,18,1962,18
,,,,,,,,,,,,,,,,,,,,,0,23,23,1962,23
,,,,,,,,,,,,,,,,,,,,,0,2,2,1962,2
,,,,,,,,,,,,,,,,,,,,,0,95,95,1962,95
,,,,,,,,,,,,,,,,,,,,,0,111,111,1962,111
,,,,,,,,,,,,,,,,,,,,,0,7,2,1962,7
,,,,,,,,,,,,,,,,,,,,,0,11,11,1962,11
,,,,,,,,,,,,,,,,,,,,,0,5,5,1962,5
,,,,,,,,,,,,,,,,,,,,,0,15,15,1962,15
,,,,,,,,,,,,,,,,,,,,,0,7,1,1962,7
,,,,,,,,,,,,,,,,,,,,,0,107,107,1962,107
,,,,,,,,,,,,,,,,,,,,,0,11,11,1962,11
,,,,,,,,,,,,,,,,,,,,,0,22,22,1962,22
,,,,,,,,,,,,,,,,,,,,,0,31,31,1962,31
,,,,,,,,,,,,,,,,,,,,,0,40,40,1962,40
,,,,,,,,,,,,,,,,,,,,,0,18,18,1962,18
,,,,,,,,,,,,,,,,,,,,,0,18,12,1962,18
,,,,,,,,,,,,,,,,,,,,,0,32,32,1962,32
,,,,,,,,,,,,,,,,,,,,,0,25,23,1962,25
,,,,,,,,,,,,,,,,,,,,,0,21,15,1962,21
,,,,,,,,,,,,,,,,,,,,,0,3,3,1962,3
,,,,,,,,,,,,,,,,,,,,,0,13,13,1962,13
,,,,,,,,,,,,,,,,,,,,,0,26,26,1962,26
,,,,,,,,,,,,,,,,,,,,,0,45,45,1962,45
,,,,,,,,,,,,,,,,,,,,,0,132,130,1962,132
,,,,,,,,,,,,,,,,,,,,,0,5,5,1962,5
,,,,,,,,,,,,,,,,,,,,,0,112,112,1962,112
,,,,,,,,,,,,,,,,,,,,,0,81,81,1962,81
,,,,,,,,,,,,,,,,,,,,,0,84,84,1962,84
,,,,,,,,,,,,,,,,,,,,,0,14,14,1962,14
,,,,,,,,,,,,,,,,,,,,,0,94,94,1962,94
,,,,,,,,,,,,,,,,,,,,,0,6,6,1962,6
,,,,,,,,,,,,,,,,,,,,,0,3,1,1962,3
,,,,,,,,,,,,,,,,,,,,,0,9,9,1962,9
,,,,,,,,,,,,,,,,,,,,,0,26,26,1962,26
,,,,,,,,,,,,,,,,,,,,,0,40,27,1962,40
,,,,,,,,,,,,,,,,,,,,,0,81,81,1962,81
,,,,,,,,,,,,,,,,,,,,,0,8,4,1962,8
,,,,,,,,,,,,,,,,,,,,,0,10,10,1962,10
,,,,,,,,,,,,,,,,,,,,,0,105,15,1962,105
,,,,,,,,,,,,,,,,,,,,,0,32,20,1962,32
,,,,,,,,,,,,,,,,,,,,,0,9,9,1962,9
,,,,,,,,,,,,,,,,,,,,,0,86,86,1962,86
,,,,,,,,,,,,,,,,,,,,,1,12,12,1962,12
,,,,,,,,,,,,,,,,,,,,,0,13,13,1962,13
,,,,,,,,,,,,,,,,,,,,,0,34,11,1962,34
,,,,,,,,,,,,,,,,,,,,,0,44,44,1962,44
,,,,,,,,,,,,,,,,,,,,,0,4,4,1962,4
,,,,,,,,,,,,,,,,,,,,,0,8,8,1962,8
,,,,,,,,,,,,,,,,,,,,,0,76,28,1962,76
,,,,,,,,,,,,,,,,,,,,,0,19,2,1962,19
,,,,,,,,,,,,,,,,,,,,,0,3,3,1962,3
,,,,,,,,,,,,,,,,,,,,,0,8,8,1973,8
,,,,,,,,,,,,,,,,,,,,,0,52,1,1962,52
,,,,,,,,,,,,,,,,,,,,,0,10,10,1962,10
,,,,,,,,,,,,,,,,,,,,,0,27,27,1962,27
,,,,,,,,,,,,,,,,,,,,,0,4,4,1962,4
,,,,,,,,,,,,,,,,,,,,,0,18,18,1962,18
,,,,,,,,,,,,,,,,,,,,,0,37,23,1962,37
,,,,,,,,,,,,,,,,,,,,,0,21,21,1962,21
,,,,,,,,,,,,,,,,,,,,,0,26,26,1962,26
,,,,,,,,,,,,,,,,,,,,,0,97,97,1962,97
,,,,,,,,,,,,,,,,,,,,,0,51,25,1962,51
,,,,,,,,,,,,,,,,,,,,,0,26,24,1962,26
,,,,,,,,,,,,,,,,,,,,,0,50,50,1962,50
,,,,,,,,,,,,,,,,,,,,,3,5,5,1962,5
,,,,,,,,,,,,,,,,,,,,,0,33,33,1962,33
,,,,,,,,,,,,,,,,,,,,,,12,12,1962,12
,,,,,,,,,,,,,,,,,,,,,0,40,1,1962,40
,,,,,,,,,,,,,,,,,,,,,0,18,1,1962,18
,,,,,,,,,,,,,,,,,,,,,0,25,25,1962,25
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,6,5,1963,6
,,,,,,,,,,,,,,,,,,,,,7,45,13,1963,45
,,,,,,,,,,,,,,,,,,,,,0,3,3,1963,3
,,,,,,,,,,,,,,,,,,,,,0,2,1,1963,2
,,,,,,,,,,,,,,,,,,,,,0,8,8,1963,8
,,,,,,,,,,,,,,,,,,,,,0,14,14,1963,14
,,,,,,,,,,,,,,,,,,,,,87,17,17,1963,17
,,,,,,,,,,,,,,,,,,,,,0,8,3,1963,8
,,,,,,,,,,,,,,,,,,,,,0,7,7,1963,7
,,,,,,,,,,,,,,,,,,,,,0,43,43,1963,43
,,,,,,,,,,,,,,,,,,,,,1,26,0,1963,26
,,,,,,,,,,,,,,,,,,,,,0,27,27,1963,27
,,,,,,,,,,,,,,,,,,,,,0,4,4,1963,4
,,,,,,,,,,,,,,,,,,,,,0,4,4,1963,4
,,,,,,,,,,,,,,,,,,,,,0,41,41,1963,41
,,,,,,,,,,,,,,,,,,,,,0,18,18,1963,18
,,,,,,,,,,,,,,,,,,,,,0,10,10,1963,10
,,,,,,,,,,,,,,,,,,,,,0,43,31,1964,43
,,,,,,,,,,,,,,,,,,,,,0,11,11,1963,11
,,,,,,,,,,,,,,,,,,,,,0,12,12,1963,12
,,,,,,,,,,,,,,,,,,,,,0,55,55,1963,55
,,,,,,,,,,,,,,,,,,,,,0,50,37,1963,50
,,,,,,,,,,,,,,,,,,,,,0,34,34,1963,34
,,,,,,,,,,,,,,,,,,,,,0,101,101,1963,101
,,,,,,,,,,,,,,,,,,,,,0,29,29,1963,29
,,,,,,,,,,,,,,,,,,,,,0,20,20,1963,20
,,,,,,,,,,,,,,,,,,,,,0,31,31,1963,31
,,,,,,,,,,,,,,,,,,,,,0,20,19,1963,20
,,,,,,,,,,,,,,,,,,,,,0,47,38,1963,47
,,,,,,,,,,,,,,,,,,,,,0,47,38,1963,47
,,,,,,,,,,,,,,,,,,,,,0,18,15,1963,18
,,,,,,,,,,,,,,,,,,,,,0,43,7,1963,43
,,,,,,,,,,,,,,,,,,,,,0,23,23,1963,23
,,,,,,,,,,,,,,,,,,,,,0,35,35,1963,35
,,,,,,,,,,,,,,,,,,,,,0,12,6,1963,12
,,,,,,,,,,,,,,,,,,,,,0,6,6,1963,6
,,,,,,,,,,,,,,,,,,,,,0,63,63,1963,63
,,,,,,,,,,,,,,,,,,,,,0,13,13,1963,13
,,,,,,,,,,,,,,,,,,,,,1,20,20,1963,20
,,,,,,,,,,,,,,,,,,,,,0,2,1,1963,2
,,,,,,,,,,,,,,,,,,,,,0,19,19,1963,19
,,,,,,,,,,,,,,,,,,,,,0,52,0,1963,52
,,,,,,,,,,,,,,,,,,,,,0,16,16,1963,16
,,,,,,,,,,,,,,,,,,,,,0,80,80,1963,80
,,,,,,,,,,,,,,,,,,,,,0,40,40,1963,40
,,,,,,,,,,,,,,,,,,,,,0,18,18,1963,18
,,,,,,,,,,,,,,,,,,,,,0,10,10,1963,10
,,,,,,,,,,,,,,,,,,,,,0,6,6,1963,6
,,,,,,,,,,,,,,,,,,,,,0,6,6,1963,6
,,,,,,,,,,,,,,,,,,,,,0,31,31,1963,31
,,,,,,,,,,,,,,,,,,,,,0,5,5,1963,5
,,,,,,,,,,,,,,,,,,,,,0,7,7,1963,7
,,,,,,,,,,,,,,,,,,,,,0,24,22,1963,24
,,,,,,,,,,,,,,,,,,,,,0,118,118,1963,118
,,,,,,,,,,,,,,,,,,,,,0,3,3,1963,3
,,,,,,,,,,,,,,,,,,,,,0,81,81,1963,81
,,,,,,,,,,,,,,,,,,,,,0,3,3,1963,3
,,,,,,,,,,,,,,,,,,,,,0,6,6,1963,6
,,,,,,,,,,,,,,,,,,,,,0,46,0,1963,46
,,,,,,,,,,,,,,,,,,,,,0,30,28,1964,30
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,10,10,1964,10
,,,,,,,,,,,,,,,,,,,,,0,29,2,1964,29
,,,,,,,,,,,,,,,,,,,,,0,4,4,1964,4
,,,,,,,,,,,,,,,,,,,,,0,4,4,1964,4
,,,,,,,,,,,,,,,,,,,,,0,13,13,1964,13
,,,,,,,,,,,,,,,,,,,,,0,32,31,1964,32
,,,,,,,,,,,,,,,,,,,,,0,22,22,1964,22
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,58,58,1964,58
,,,,,,,,,,,,,,,,,,,,,0,42,20,1964,42
,,,,,,,,,,,,,,,,,,,,,0,83,83,1964,83
,,,,,,,,,,,,,,,,,,,,,0,85,85,1964,85
,,,,,,,,,,,,,,,,,,,,,0,28,28,1964,28
,,,,,,,,,,,,,,,,,,,,,0,30,1,1964,30
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,5,5,1964,5
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,45,45,1964,45
,,,,,,,,,,,,,,,,,,,,,0,9,9,1964,9
,,,,,,,,,,,,,,,,,,,,,0,15,15,1964,15
,,,,,,,,,,,,,,,,,,,,,0,49,49,1964,49
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,44,44,1964,44
,,,,,,,,,,,,,,,,,,,,,0,10,10,1964,10
,,,,,,,,,,,,,,,,,,,,,0,49,46,1964,49
,,,,,,,,,,,,,,,,,,,,,0,84,79,1964,84
,,,,,,,,,,,,,,,,,,,,,0,11,11,1964,11
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,5,2,1964,5
,,,,,,,,,,,,,,,,,,,,,0,57,57,1964,57
,,,,,,,,,,,,,,,,,,,,,0,28,1,1964,28
,,,,,,,,,,,,,,,,,,,,,0,5,5,1964,5
,,,,,,,,,,,,,,,,,,,,,0,53,1,1964,53
,,,,,,,,,,,,,,,,,,,,,0,73,50,1964,73
,,,,,,,,,,,,,,,,,,,,,0,39,39,1964,39
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,76,0,1964,76
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,4,4,1964,4
,,,,,,,,,,,,,,,,,,,,,0,87,87,1964,87
,,,,,,,,,,,,,,,,,,,,,0,39,39,1964,39
,,,,,,,,,,,,,,,,,,,,,0,34,28,1964,34
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,80,80,1964,80
,,,,,,,,,,,,,,,,,,,,,0,7,1,1964,7
,,,,,,,,,,,,,,,,,,,,,0,32,32,1964,32
,,,,,,,,,,,,,,,,,,,,,0,2,2,1964,2
,,,,,,,,,,,,,,,,,,,,,0,33,33,1964,33
,,,,,,,,,,,,,,,,,,,,,0,5,5,1964,5
,,,,,,,,,,,,,,,,,,,,,0,29,29,1964,29
,,,,,,,,,,,,,,,,,,,,,0,10,10,1964,10
,,,,,,,,,,,,,,,,,,,,,0,3,3,1965,3
,,,,,,,,,,,,,,,,,,,,,0,14,6,1964,14
,,,,,,,,,,,,,,,,,,,,,0,5,4,1964,5
,,,,,,,,,,,,,,,,,,,,,0,17,17,1964,17
,,,,,,,,,,,,,,,,,,,,,0,38,38,1964,38
,,,,,,,,,,,,,,,,,,,,,0,39,1,1964,39
,,,,,,,,,,,,,,,,,,,,,0,23,1,1964,23
,,,,,,,,,,,,,,,,,,,,,0,3,3,1964,3
,,,,,,,,,,,,,,,,,,,,,0,5,5,1964,5
,,,,,,,,,,,,,,,,,,,,,0,4,4,1964,4
,,,,,,,,,,,,,,,,,,,,,0,3,3,1965,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,22,17,17,1965,17
,,,,,,,,,,,,,,,,,,,,,0,10,10,1965,10
,,,,,,,,,,,,,,,,,,,,,0,10,10,1965,10
,,,,,,,,,,,,,,,,,,,,,0,4,4,1965,4
,,,,,,,,,,,,,,,,,,,,,0,87,87,1965,87
,,,,,,,,,,,,,,,,,,,,,0,84,84,1965,84
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,7,7,1973,7
,,,,,,,,,,,,,,,,,,,,,0,12,10,1965,12
,,,,,,,,,,,,,,,,,,,,,0,25,25,1965,25
,,,,,,,,,,,,,,,,,,,,,0,8,8,1965,8
,,,,,,,,,,,,,,,,,,,,,0,28,28,1965,28
,,,,,,,,,,,,,,,,,,,,,0,16,16,1965,16
,,,,,,,,,,,,,,,,,,,,,0,26,22,1965,26
,,,,,,,,,,,,,,,,,,,,,0,53,50,1965,53
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,54,54,1965,54
,,,,,,,,,,,,,,,,,,,,,0,27,26,1965,27
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,5,5,1965,5
,,,,,,,,,,,,,,,,,,,,,0,49,30,1965,49
,,,,,,,,,,,,,,,,,,,,,0,125,119,1965,125
,,,,,,,,,,,,,,,,,,,,,0,18,18,1965,18
,,,,,,,,,,,,,,,,,,,,,0,85,85,1965,85
,,,,,,,,,,,,,,,,,,,,,0,153,0,1965,153
,,,,,,,,,,,,,,,,,,,,,0,66,0,1965,66
,,,,,,,,,,,,,,,,,,,,,0,4,4,1965,4
,,,,,,,,,,,,,,,,,,,,,0,41,41,1965,41
,,,,,,,,,,,,,,,,,,,,,0,31,30,1965,31
,,,,,,,,,,,,,,,,,,,,,0,52,52,1965,52
,,,,,,,,,,,,,,,,,,,,,0,19,16,1965,19
,,,,,,,,,,,,,,,,,,,,,0,12,8,1965,12
,,,,,,,,,,,,,,,,,,,,,0,11,11,1965,11
,,,,,,,,,,,,,,,,,,,,,0,37,37,1965,37
,,,,,,,,,,,,,,,,,,,,,0,7,7,1965,7
,,,,,,,,,,,,,,,,,,,,,0,13,13,1965,13
,,,,,,,,,,,,,,,,,,,,,0,30,30,1965,30
,,,,,,,,,,,,,,,,,,,,,0,4,4,1965,4
,,,,,,,,,,,,,,,,,,,,,0,72,59,1965,72
,,,,,,,,,,,,,,,,,,,,,0,5,4,1965,5
,,,,,,,,,,,,,,,,,,,,,0,11,11,1965,11
,,,,,,,,,,,,,,,,,,,,,0,17,17,1965,17
,,,,,,,,,,,,,,,,,,,,,0,11,9,1965,11
,,,,,,,,,,,,,,,,,,,,,0,39,38,1965,39
,,,,,,,,,,,,,,,,,,,,,0,30,30,1965,30
,,,,,,,,,,,,,,,,,,,,,0,10,10,1975,10
,,,,,,,,,,,,,,,,,,,,,0,19,19,1965,19
,,,,,,,,,,,,,,,,,,,,,0,8,8,1965,8
,,,,,,,,,,,,,,,,,,,,,0,13,13,1965,13
,,,,,,,,,,,,,,,,,,,,,0,37,1,1965,37
,,,,,,,,,,,,,,,,,,,,,0,36,36,1965,36
,,,,,,,,,,,,,,,,,,,,,0,30,30,1965,30
,,,,,,,,,,,,,,,,,,,,,0,68,68,1965,68
,,,,,,,,,,,,,,,,,,,,,0,30,30,1965,30
,,,,,,,,,,,,,,,,,,,,,0,62,58,1965,62
,,,,,,,,,,,,,,,,,,,,,0,32,32,1965,32
,,,,,,,,,,,,,,,,,,,,,0,91,43,1965,91
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,8,8,1965,8
,,,,,,,,,,,,,,,,,,,,,0,13,13,1965,13
,,,,,,,,,,,,,,,,,,,,,0,112,4,1965,112
,,,,,,,,,,,,,,,,,,,,,0,8,8,1966,8
,,,,,,,,,,,,,,,,,,,,,0,32,32,1965,32
,,,,,,,,,,,,,,,,,,,,,0,85,85,1965,85
,,,,,,,,,,,,,,,,,,,,,0,2,2,1965,2
,,,,,,,,,,,,,,,,,,,,,0,21,2,1965,21
,,,,,,,,,,,,,,,,,,,,,0,3,3,1965,3
,,,,,,,,,,,,,,,,,,,,,0,34,34,1966,34
,,,,,,,,,,,,,,,,,,,,,0,64,56,1966,64
,,,,,,,,,,,,,,,,,,,,,0,35,30,1966,35
,,,,,,,,,,,,,,,,,,,,,0,117,117,1966,117
,,,,,,,,,,,,,,,,,,,,,0,46,46,1966,46
,,,,,,,,,,,,,,,,,,,,,0,3,3,1966,3
,,,,,,,,,,,,,,,,,,,,,0,46,46,1966,46
,,,,,,,,,,,,,,,,,,,,,0,133,133,1966,133
,,,,,,,,,,,,,,,,,,,,,0,37,37,1966,37
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,80,2,1966,80
,,,,,,,,,,,,,,,,,,,,,0,4,4,1966,4
,,,,,,,,,,,,,,,,,,,,,0,72,64,1966,72
,,,,,,,,,,,,,,,,,,,,,0,3,3,1966,3
,,,,,,,,,,,,,,,,,,,,,0,124,124,1966,124
,,,,,,,,,,,,,,,,,,,,,0,6,6,1966,6
,,,,,,,,,,,,,,,,,,,,,0,7,6,1966,7
,,,,,,,,,,,,,,,,,,,,,0,5,5,1966,5
,,,,,,,,,,,,,,,,,,,,,0,30,30,1966,30
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,11,11,1966,11
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,98,83,1966,98
,,,,,,,,,,,,,,,,,,,,,0,49,49,1966,49
,,,,,,,,,,,,,,,,,,,,,0,20,20,1966,20
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,1,11,11,1966,11
,,,,,,,,,,,,,,,,,,,,,0,3,3,1966,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,12,2,1966,12
,,,,,,,,,,,,,,,,,,,,,0,4,4,1966,4
,,,,,,,,,,,,,,,,,,,,,0,26,24,1966,26
,,,,,,,,,,,,,,,,,,,,,0,5,2,1966,5
,,,,,,,,,,,,,,,,,,,,,0,4,4,1966,4
,,,,,,,,,,,,,,,,,,,,,0,3,3,1966,3
,,,,,,,,,,,,,,,,,,,,,0,42,42,1966,42
,,,,,,,,,,,,,,,,,,,,,0,24,24,1966,24
,,,,,,,,,,,,,,,,,,,,,0,6,6,1966,6
,,,,,,,,,,,,,,,,,,,,,0,4,4,1966,4
,,,,,,,,,,,,,,,,,,,,,0,6,6,1966,6
,,,,,,,,,,,,,,,,,,,,,33,1,0,1966,1
,,,,,,,,,,,,,,,,,,,,,0,16,1,1966,16
,,,,,,,,,,,,,,,,,,,,,0,9,9,1966,9
,,,,,,,,,,,,,,,,,,,,,0,117,98,1966,117
,,,,,,,,,,,,,,,,,,,,,0,4,4,1966,4
,,,,,,,,,,,,,,,,,,,,,0,27,1,1966,27
,,,,,,,,,,,,,,,,,,,,,0,24,24,1966,24
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,18,18,1966,18
,,,,,,,,,,,,,,,,,,,,,0,32,14,1966,32
,,,,,,,,,,,,,,,,,,,,,0,11,11,1966,11
,,,,,,,,,,,,,,,,,,,,,0,38,38,1975,38
,,,,,,,,,,,,,,,,,,,,,0,6,6,1966,6
,,,,,,,,,,,,,,,,,,,,,0,2,2,1966,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1966,3
,,,,,,,,,,,,,,,,,,,,,0,19,19,1966,19
