KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,Ground,Aboard,Fatalities,Year,Aboard3
1599.01,4.8627,446,17,72.9972,0.0075,20.42116,0.00068,19,56,0.023,0.013,0.8,1.2,2.5,0.149,636,-,4,,,0,52,52,1952,52
1601.01,6.2071,263,20,66.7171,0.0079,10.35066,0.00036,11,54,0.016,0.016,0.5,2.2,1.5,0.093,726,-,4,,,0,38,37,1952,38
1602.01,5.8532,242,12,70.223,0.013,9.97788,0.00058,8,42,0.018,0.017,0.8,1.7,1.7,0.092,757,-,4,,,0,18,18,1952,18
1603.01,2.7672,179,20,66.485,0.0046,3.02153,0.000059,5,21,0.016,0.013,0.8,1.4,1.4,0.042,1146,-,4,,,0,41,37,1952,41
1605.01,1.4484,333,17,68.0478,0.0035,4.939157,0.000074,16,1,0.01413,0.00073,0.017,0.053,1.8,0.058,1126,-,4,,,0,115,87,1952,115
1606.01,1.9798,222,18,66.2173,0.004,5.082573,0.000087,18.52,0.14,0.0131,0.00066,0.2899,-,1.2,0.058,908,-,4,,,0,3,3,1952,3
1608.01,4.4061,190,17,71.7175,0.0074,9.1759,0.00028,15.85,0.66,0.01344,0.00049,0.047,0.01,1.6,0.089,943,-,4,,,0,5,3,1952,5
1609.01,5.4671,346,20,102.5701,0.0077,41.6984,0.0015,31,74,0.0206,0.009,0.86,0.95,2.3,0.243,551,-,4,,,0,29,27,1952,29
,,,,,,,,,,,,,,,,,,,,,0,10,2,1952,10
,,,,,,,,,,,,,,,,,,,,,0,35,27,1953,35
,,,,,,,,,,,,,,,,,,,,,0,10,10,1970,10
,,,,,,,,,,,,,,,,,,,,,0,40,40,1953,40
,,,,,,,,,,,,,,,,,,,,,0,26,26,1953,26
,,,,,,,,,,,,,,,,,,,,,0,19,19,1953,19
,,,,,,,,,,,,,,,,,,,,,0,39,39,1953,39
,,,,,,,,,,,,,,,,,,,,,0,18,18,1953,18
,,,,,,,,,,,,,,,,,,,,,0,20,5,1953,20
,,,,,,,,,,,,,,,,,,,,,0,35,30,1953,35
,,,,,,,,,,,,,,,,,,,,,0,46,46,1953,46
,,,,,,,,,,,,,,,,,,,,,0,11,11,1953,11
,,,,,,,,,,,,,,,,,,,,,0,2,2,1953,2
,,,,,,,,,,,,,,,,,,,,,0,16,16,1953,16
,,,,,,,,,,,,,,,,,,,,,0,8,8,1953,8
,,,,,,,,,,,,,,,,,,,,,0,23,23,1953,23
,,,,,,,,,,,,,,,,,,,,,0,35,35,1953,35
,,,,,,,,,,,,,,,,,,,,,0,14,14,1953,14
,,,,,,,,,,,,,,,,,,,,,0,13,13,1953,13
,,,,,,,,,,,,,,,,,,,,,0,13,13,1953,13
,,,,,,,,,,,,,,,,,,,,,0,4,4,1953,4
,,,,,,,,,,,,,,,,,,,,,0,3,3,1953,3
,,,,,,,,,,,,,,,,,,,,,0,25,7,1953,25
,,,,,,,,,,,,,,,,,,,,,0,30,30,1953,30
,,,,,,,,,,,,,,,,,,,,,0,10,8,1953,10
,,,,,,,,,,,,,,,,,,,,,0,43,43,1953,43
,,,,,,,,,,,,,,,,,,,,,0,10,10,1953,10
,,,,,,,,,,,,,,,,,,,,,0,18,18,1953,18
,,,,,,,,,,,,,,,,,,,,,0,19,2,1953,19
,,,,,,,,,,,,,,,,,,,,,0,20,19,1953,20
,,,,,,,,,,,,,,,,,,,,,2,34,0,1953,34
,,,,,,,,,,,,,,,,,,,,,0,7,7,1953,7
,,,,,,,,,,,,,,,,,,,,,0,14,11,1953,14
,,,,,,,,,,,,,,,,,,,,,0,34,34,1953,34
,,,,,,,,,,,,,,,,,,,,,0,17,17,1953,17
,,,,,,,,,,,,,,,,,,,,,0,129,129,1953,129
,,,,,,,,,,,,,,,,,,,,,0,58,58,1953,58
,,,,,,,,,,,,,,,,,,,,,0,46,44,1953,46
,,,,,,,,,,,,,,,,,,,,,0,21,21,1953,21
,,,,,,,,,,,,,,,,,,,,,0,2,1,1955,2
,,,,,,,,,,,,,,,,,,,,,0,42,4,1953,42
,,,,,,,,,,,,,,,,,,,,,0,25,1,1953,25
,,,,,,,,,,,,,,,,,,,,,0,23,14,1953,23
,,,,,,,,,,,,,,,,,,,,,0,2,2,1953,2
,,,,,,,,,,,,,,,,,,,,,0,42,42,1953,42
,,,,,,,,,,,,,,,,,,,,,0,21,21,1953,21
,,,,,,,,,,,,,,,,,,,,,0,3,3,1953,3
,,,,,,,,,,,,,,,,,,,,,0,2,1,1953,2
,,,,,,,,,,,,,,,,,,,,,0,28,28,1953,28
,,,,,,,,,,,,,,,,,,,,,0,21,5,1953,21
,,,,,,,,,,,,,,,,,,,,,0,41,25,1953,41
,,,,,,,,,,,,,,,,,,,,,0,44,44,1953,44
,,,,,,,,,,,,,,,,,,,,,0,7,2,1953,7
,,,,,,,,,,,,,,,,,,,,,0,21,21,1953,21
,,,,,,,,,,,,,,,,,,,,,0,27,2,1953,27
,,,,,,,,,,,,,,,,,,,,,0,19,19,1953,19
,,,,,,,,,,,,,,,,,,,,,0,28,28,1953,28
,,,,,,,,,,,,,,,,,,,,,0,10,10,1953,10
,,,,,,,,,,,,,,,,,,,,,0,33,23,1953,33
,,,,,,,,,,,,,,,,,,,,,0,14,13,1953,14
,,,,,,,,,,,,,,,,,,,,,0,44,1,1953,44
,,,,,,,,,,,,,,,,,,,,,0,15,9,1953,15
,,,,,,,,,,,,,,,,,,,,,0,21,21,1954,21
,,,,,,,,,,,,,,,,,,,,,0,10,4,1954,10
,,,,,,,,,,,,,,,,,,,,,0,17,16,1954,17
,,,,,,,,,,,,,,,,,,,,,0,35,35,1954,35
,,,,,,,,,,,,,,,,,,,,,0,21,21,1954,21
,,,,,,,,,,,,,,,,,,,,,6,1,1,1954,1
,,,,,,,,,,,,,,,,,,,,,0,16,16,1954,16
,,,,,,,,,,,,,,,,,,,,,0,15,15,1954,15
,,,,,,,,,,,,,,,,,,,,,0,3,3,1954,3
,,,,,,,,,,,,,,,,,,,,,0,35,35,1954,35
,,,,,,,,,,,,,,,,,,,,,0,16,10,1954,16
,,,,,,,,,,,,,,,,,,,,,0,10,10,1954,10
,,,,,,,,,,,,,,,,,,,,,0,3,3,1954,3
,,,,,,,,,,,,,,,,,,,,,0,9,9,1954,9
,,,,,,,,,,,,,,,,,,,,,0,20,20,1954,20
,,,,,,,,,,,,,,,,,,,,,0,40,33,1954,40
,,,,,,,,,,,,,,,,,,,,,0,2,2,1954,2
,,,,,,,,,,,,,,,,,,,,,0,18,18,1954,18
,,,,,,,,,,,,,,,,,,,,,0,18,18,1954,18
,,,,,,,,,,,,,,,,,,,,,0,25,25,1954,25
,,,,,,,,,,,,,,,,,,,,,0,4,4,1954,4
,,,,,,,,,,,,,,,,,,,,,0,21,21,1954,21
,,,,,,,,,,,,,,,,,,,,,1,36,36,1954,36
,,,,,,,,,,,,,,,,,,,,,0,16,16,1954,16
,,,,,,,,,,,,,,,,,,,,,0,23,16,1954,23
,,,,,,,,,,,,,,,,,,,,,0,25,25,1954,25
,,,,,,,,,,,,,,,,,,,,,0,11,5,1954,11
,,,,,,,,,,,,,,,,,,,,,0,28,3,1954,28
,,,,,,,,,,,,,,,,,,,,,0,19,19,1954,19
,,,,,,,,,,,,,,,,,,,,,0,4,1,1954,4
,,,,,,,,,,,,,,,,,,,,,0,3,3,1954,3
,,,,,,,,,,,,,,,,,,,,,0,4,4,1954,4
,,,,,,,,,,,,,,,,,,,,,0,9,3,1954,9
,,,,,,,,,,,,,,,,,,,,,0,20,20,1954,20
,,,,,,,,,,,,,,,,,,,,,0,18,10,1954,18
,,,,,,,,,,,,,,,,,,,,,0,2,2,1954,2
,,,,,,,,,,,,,,,,,,,,,0,30,30,1954,30
,,,,,,,,,,,,,,,,,,,,,0,3,3,1954,3
,,,,,,,,,,,,,,,,,,,,,0,55,47,1954,55
,,,,,,,,,,,,,,,,,,,,,0,19,12,1954,19
,,,,,,,,,,,,,,,,,,,,,0,21,21,1954,21
,,,,,,,,,,,,,,,,,,,,,0,3,3,1958,3
,,,,,,,,,,,,,,,,,,,,,0,27,26,1954,27
,,,,,,,,,,,,,,,,,,,,,0,56,28,1954,56
,,,,,,,,,,,,,,,,,,,,,0,30,6,1954,30
,,,,,,,,,,,,,,,,,,,,,0,4,3,1954,4
,,,,,,,,,,,,,,,,,,,,,0,21,21,1954,21
,,,,,,,,,,,,,,,,,,,,,0,42,42,1954,42
,,,,,,,,,,,,,,,,,,,,,0,42,42,1954,42
,,,,,,,,,,,,,,,,,,,,,0,8,3,1954,8
,,,,,,,,,,,,,,,,,,,,,0,24,24,1954,24
,,,,,,,,,,,,,,,,,,,,,0,7,2,1954,7
,,,,,,,,,,,,,,,,,,,,,0,28,28,1954,28
,,,,,,,,,,,,,,,,,,,,,0,4,4,1954,4
,,,,,,,,,,,,,,,,,,,,,0,2,2,1954,2
,,,,,,,,,,,,,,,,,,,,,0,32,26,1954,32
,,,,,,,,,,,,,,,,,,,,,0,28,10,1954,28
,,,,,,,,,,,,,,,,,,,,,0,36,28,1954,36
,,,,,,,,,,,,,,,,,,,,,0,45,45,1954,45
,,,,,,,,,,,,,,,,,,,,,0,17,17,1954,17
,,,,,,,,,,,,,,,,,,,,,0,18,18,1955,18
,,,,,,,,,,,,,,,,,,,,,0,15,15,1955,15
,,,,,,,,,,,,,,,,,,,,,0,39,0,1955,39
,,,,,,,,,,,,,,,,,,,,,0,5,5,1955,5
,,,,,,,,,,,,,,,,,,,,,0,10,10,1955,10
,,,,,,,,,,,,,,,,,,,,,0,13,13,1955,13
,,,,,,,,,,,,,,,,,,,,,0,29,29,1955,29
,,,,,,,,,,,,,,,,,,,,,0,16,16,1955,16
,,,,,,,,,,,,,,,,,,,,,0,26,1,1955,26
,,,,,,,,,,,,,,,,,,,,,0,21,5,1955,21
,,,,,,,,,,,,,,,,,,,,,0,26,26,1955,26
,,,,,,,,,,,,,,,,,,,,,0,8,8,1955,8
,,,,,,,,,,,,,,,,,,,,,0,35,13,1955,35
,,,,,,,,,,,,,,,,,,,,,0,66,66,1955,66
,,,,,,,,,,,,,,,,,,,,,0,23,4,1955,23
,,,,,,,,,,,,,,,,,,,,,0,2,2,1955,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1955,3
,,,,,,,,,,,,,,,,,,,,,0,19,19,1955,19
,,,,,,,,,,,,,,,,,,,,,0,14,12,1955,14
,,,,,,,,,,,,,,,,,,,,,0,20,20,1955,20
,,,,,,,,,,,,,,,,,,,,,0,13,4,1955,13
,,,,,,,,,,,,,,,,,,,,,0,2,2,1955,2
,,,,,,,,,,,,,,,,,,,,,0,3,3,1955,3
,,,,,,,,,,,,,,,,,,,,,0,24,16,1955,24
,,,,,,,,,,,,,,,,,,,,,0,18,18,1955,18
,,,,,,,,,,,,,,,,,,,,,0,22,22,1955,22
,,,,,,,,,,,,,,,,,,,,,0,43,22,1955,43
,,,,,,,,,,,,,,,,,,,,,0,58,58,1955,58
,,,,,,,,,,,,,,,,,,,,,0,30,30,1955,30
,,,,,,,,,,,,,,,,,,,,,0,25,25,1955,25
,,,,,,,,,,,,,,,,,,,,,0,66,66,1955,66
,,,,,,,,,,,,,,,,,,,,,0,13,13,1955,13
,,,,,,,,,,,,,,,,,,,,,0,3,2,1955,3
,,,,,,,,,,,,,,,,,,,,,0,9,9,1955,9
,,,,,,,,,,,,,,,,,,,,,0,33,3,1955,33
,,,,,,,,,,,,,,,,,,,,,0,16,16,1955,16
,,,,,,,,,,,,,,,,,,,,,0,6,2,1955,6
,,,,,,,,,,,,,,,,,,,,,0,47,15,1955,47
,,,,,,,,,,,,,,,,,,,,,0,5,3,1955,5
,,,,,,,,,,,,,,,,,,,,,0,35,19,1955,35
,,,,,,,,,,,,,,,,,,,,,0,66,66,1955,66
,,,,,,,,,,,,,,,,,,,,,0,29,7,1955,29
,,,,,,,,,,,,,,,,,,,,,0,44,44,1955,44
,,,,,,,,,,,,,,,,,,,,,0,74,28,1955,74
,,,,,,,,,,,,,,,,,,,,,0,14,14,1955,14
,,,,,,,,,,,,,,,,,,,,,0,11,10,1955,11
,,,,,,,,,,,,,,,,,,,,,0,10,10,1955,10
,,,,,,,,,,,,,,,,,,,,,0,6,6,1955,6
,,,,,,,,,,,,,,,,,,,,,0,2,2,1955,2
,,,,,,,,,,,,,,,,,,,,,0,26,26,1955,26
,,,,,,,,,,,,,,,,,,,,,0,17,17,1955,17
,,,,,,,,,,,,,,,,,,,,,0,2,1,1956,2
,,,,,,,,,,,,,,,,,,,,,0,18,4,1956,18
,,,,,,,,,,,,,,,,,,,,,0,26,22,1956,26
,,,,,,,,,,,,,,,,,,,,,0,3,3,1956,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1956,2
,,,,,,,,,,,,,,,,,,,,,0,3,2,1956,3
,,,,,,,,,,,,,,,,,,,,,0,40,40,1956,40
,,,,,,,,,,,,,,,,,,,,,0,50,50,1956,50
,,,,,,,,,,,,,,,,,,,,,0,64,52,1956,64
,,,,,,,,,,,,,,,,,,,,,0,19,19,1956,19
,,,,,,,,,,,,,,,,,,,,,0,3,3,1956,3
,,,,,,,,,,,,,,,,,,,,,0,21,2,1956,21
,,,,,,,,,,,,,,,,,,,,,0,3,1,1956,3
,,,,,,,,,,,,,,,,,,,,,0,3,3,1956,3
,,,,,,,,,,,,,,,,,,,,,0,18,18,1956,18
,,,,,,,,,,,,,,,,,,,,,0,36,22,1956,36
,,,,,,,,,,,,,,,,,,,,,0,38,5,1956,38
,,,,,,,,,,,,,,,,,,,,,0,6,6,1956,6
,,,,,,,,,,,,,,,,,,,,,0,12,3,1956,12
,,,,,,,,,,,,,,,,,,,,,0,54,2,1956,54
,,,,,,,,,,,,,,,,,,,,,1,33,14,1956,33
,,,,,,,,,,,,,,,,,,,,,13,2,2,1956,2
,,,,,,,,,,,,,,,,,,,,,0,31,30,1956,31
,,,,,,,,,,,,,,,,,,,,,0,74,74,1956,74
,,,,,,,,,,,,,,,,,,,,,0,45,32,1956,45
,,,,,,,,,,,,,,,,,,,,,0,128,128,1956,128
,,,,,,,,,,,,,,,,,,,,,0,35,1,1956,35
,,,,,,,,,,,,,,,,,,,,,0,66,46,1956,66
,,,,,,,,,,,,,,,,,,,,,0,18,18,1956,18
,,,,,,,,,,,,,,,,,,,,,0,20,12,1956,20
,,,,,,,,,,,,,,,,,,,,,0,22,15,1956,22
,,,,,,,,,,,,,,,,,,,,,0,57,1,1956,57
,,,,,,,,,,,,,,,,,,,,,0,18,0,1956,18
,,,,,,,,,,,,,,,,,,,,,0,5,5,1956,5
,,,,,,,,,,,,,,,,,,,,,0,59,59,1956,59
,,,,,,,,,,,,,,,,,,,,,0,31,0,1956,31
,,,,,,,,,,,,,,,,,,,,,0,3,3,1956,3
,,,,,,,,,,,,,,,,,,,,,0,23,23,1956,23
,,,,,,,,,,,,,,,,,,,,,0,80,5,1956,80
,,,,,,,,,,,,,,,,,,,,,0,12,2,1956,12
,,,,,,,,,,,,,,,,,,,,,0,25,25,1956,25
,,,,,,,,,,,,,,,,,,,,,0,2,2,1957,2
,,,,,,,,,,,,,,,,,,,,,0,36,36,1956,36
,,,,,,,,,,,,,,,,,,,,,0,23,23,1956,23
,,,,,,,,,,,,,,,,,,,,,8,35,34,1956,35
,,,,,,,,,,,,,,,,,,,,,0,25,25,1956,25
,,,,,,,,,,,,,,,,,,,,,0,16,14,1956,16
,,,,,,,,,,,,,,,,,,,,,0,62,62,1956,62
,,,,,,,,,,,,,,,,,,,,,0,5,5,1956,5
,,,,,,,,,,,,,,,,,,,,,0,30,3,1956,30
,,,,,,,,,,,,,,,,,,,,,0,21,21,1956,21
,,,,,,,,,,,,,,,,,,,,,0,37,11,1956,37
,,,,,,,,,,,,,,,,,,,,,0,10,1,1957,10
,,,,,,,,,,,,,,,,,,,,,1,33,17,1957,33
,,,,,,,,,,,,,,,,,,,,,0,16,16,1957,16
,,,,,,,,,,,,,,,,,,,,,0,70,2,1957,70
,,,,,,,,,,,,,,,,,,,,,3,6,5,1957,6
,,,,,,,,,,,,,,,,,,,,,0,101,21,1957,101
,,,,,,,,,,,,,,,,,,,,,0,159,22,1957,159
,,,,,,,,,,,,,,,,,,,,,0,5,5,1957,5
,,,,,,,,,,,,,,,,,,,,,2,22,18,1957,22
,,,,,,,,,,,,,,,,,,,,,0,15,15,1957,15
,,,,,,,,,,,,,,,,,,,,,2,20,20,1957,20
,,,,,,,,,,,,,,,,,,,,,0,25,24,1957,25
,,,,,,,,,,,,,,,,,,,,,0,19,19,1957,19
,,,,,,,,,,,,,,,,,,,,,0,67,67,1957,67
,,,,,,,,,,,,,,,,,,,,,0,40,40,1957,40
,,,,,,,,,,,,,,,,,,,,,0,34,34,1957,34
,,,,,,,,,,,,,,,,,,,,,0,30,26,1957,30
,,,,,,,,,,,,,,,,,,,,,1,3,3,1957,3
,,,,,,,,,,,,,,,,,,,,,0,24,24,1957,24
,,,,,,,,,,,,,,,,,,,,,0,,1,1957,
,,,,,,,,,,,,,,,,,,,,,0,35,34,1957,35
,,,,,,,,,,,,,,,,,,,,,0,3,1,1957,3
,,,,,,,,,,,,,,,,,,,,,0,37,37,1957,37
,,,,,,,,,,,,,,,,,,,,,0,16,16,1957,16
,,,,,,,,,,,,,,,,,,,,,0,3,2,1957,3
,,,,,,,,,,,,,,,,,,,,,3,2,2,1957,2
,,,,,,,,,,,,,,,,,,,,,0,13,9,1957,13
,,,,,,,,,,,,,,,,,,,,,0,9,9,1957,9
,,,,,,,,,,,,,,,,,,,,,0,3,3,1957,3
,,,,,,,,,,,,,,,,,,,,,0,18,14,1957,18
,,,,,,,,,,,,,,,,,,,,,0,24,24,1957,24
,,,,,,,,,,,,,,,,,,,,,0,68,58,1957,68
,,,,,,,,,,,,,,,,,,,,,0,16,1,1957,16
,,,,,,,,,,,,,,,,,,,,,0,79,79,1957,79
,,,,,,,,,,,,,,,,,,,,,0,23,23,1957,23
,,,,,,,,,,,,,,,,,,,,,0,8,8,1957,8
,,,,,,,,,,,,,,,,,,,,,0,12,12,1957,12
,,,,,,,,,,,,,,,,,,,,,0,8,8,1957,8
,,,,,,,,,,,,,,,,,,,,,0,24,12,1957,24
,,,,,,,,,,,,,,,,,,,,,0,35,1,1957,35
,,,,,,,,,,,,,,,,,,,,,0,3,3,1957,3
,,,,,,,,,,,,,,,,,,,,,0,27,27,1957,27
,,,,,,,,,,,,,,,,,,,,,0,7,7,1957,7
,,,,,,,,,,,,,,,,,,,,,0,21,21,1957,21
,,,,,,,,,,,,,,,,,,,,,0,3,3,1957,3
,,,,,,,,,,,,,,,,,,,,,0,15,15,1957,15
,,,,,,,,,,,,,,,,,,,,,0,44,44,1957,44
,,,,,,,,,,,,,,,,,,,,,0,4,4,1957,4
,,,,,,,,,,,,,,,,,,,,,0,58,43,1957,58
,,,,,,,,,,,,,,,,,,,,,0,4,4,1957,4
,,,,,,,,,,,,,,,,,,,,,0,61,61,1957,61
,,,,,,,,,,,,,,,,,,,,,0,3,3,1957,3
,,,,,,,,,,,,,,,,,,,,,0,12,2,1957,12
,,,,,,,,,,,,,,,,,,,,,0,4,4,1957,4
,,,,,,,,,,,,,,,,,,,,,0,23,19,1957,23
,,,,,,,,,,,,,,,,,,,,,0,51,9,1957,51
,,,,,,,,,,,,,,,,,,,,,0,3,3,1958,3
,,,,,,,,,,,,,,,,,,,,,0,11,11,1958,11
,,,,,,,,,,,,,,,,,,,,,0,67,5,1958,67
,,,,,,,,,,,,,,,,,,,,,2,38,21,1958,38
,,,,,,,,,,,,,,,,,,,,,1,49,47,1958,49
,,,,,,,,,,,,,,,,,,,,,0,44,23,1958,44
,,,,,,,,,,,,,,,,,,,,,0,15,15,1958,15
,,,,,,,,,,,,,,,,,,,,,0,22,22,1958,22
,,,,,,,,,,,,,,,,,,,,,0,42,35,1958,42
,,,,,,,,,,,,,,,,,,,,,0,26,26,1958,26
,,,,,,,,,,,,,,,,,,,,,0,26,8,1958,26
,,,,,,,,,,,,,,,,,,,,,0,4,4,1958,4
,,,,,,,,,,,,,,,,,,,,,0,20,20,1958,20
,,,,,,,,,,,,,,,,,,,,,0,24,9,1958,24
,,,,,,,,,,,,,,,,,,,,,0,18,18,1958,18
,,,,,,,,,,,,,,,,,,,,,0,14,3,1958,14
,,,,,,,,,,,,,,,,,,,,,0,47,47,1958,47
,,,,,,,,,,,,,,,,,,,,,0,32,32,1958,32
,,,,,,,,,,,,,,,,,,,,,0,16,16,1958,16
,,,,,,,,,,,,,,,,,,,,,0,49,49,1958,49
,,,,,,,,,,,,,,,,,,,,,0,65,61,1958,65
,,,,,,,,,,,,,,,,,,,,,0,11,11,1958,11
,,,,,,,,,,,,,,,,,,,,,0,5,4,1958,5
,,,,,,,,,,,,,,,,,,,,,0,15,15,1958,15
,,,,,,,,,,,,,,,,,,,,,0,4,4,1958,4
,,,,,,,,,,,,,,,,,,,,,0,57,1,1958,57
,,,,,,,,,,,,,,,,,,,,,0,45,45,1958,45
,,,,,,,,,,,,,,,,,,,,,0,3,1,1958,3
,,,,,,,,,,,,,,,,,,,,,0,27,19,1958,27
,,,,,,,,,,,,,,,,,,,,,0,7,7,1958,7
,,,,,,,,,,,,,,,,,,,,,0,15,15,1958,15
,,,,,,,,,,,,,,,,,,,,,0,3,3,1958,3
,,,,,,,,,,,,,,,,,,,,,0,54,36,1958,54
,,,,,,,,,,,,,,,,,,,,,0,33,33,1958,33
,,,,,,,,,,,,,,,,,,,,,0,10,10,1958,10
,,,,,,,,,,,,,,,,,,,,,0,99,99,1958,99
,,,,,,,,,,,,,,,,,,,,,0,34,24,1958,34
,,,,,,,,,,,,,,,,,,,,,0,64,64,1958,64
,,,,,,,,,,,,,,,,,,,,,0,17,17,1958,17
,,,,,,,,,,,,,,,,,,,,,4,3,3,1958,3
,,,,,,,,,,,,,,,,,,,,,0,19,19,1958,19
,,,,,,,,,,,,,,,,,,,,,0,18,13,1958,18
,,,,,,,,,,,,,,,,,,,,,0,16,13,1958,16
,,,,,,,,,,,,,,,,,,,,,0,8,8,1958,8
,,,,,,,,,,,,,,,,,,,,,0,15,15,1958,15
,,,,,,,,,,,,,,,,,,,,,0,5,5,1958,5
,,,,,,,,,,,,,,,,,,,,,0,19,19,1958,19
,,,,,,,,,,,,,,,,,,,,,0,23,23,1958,23
,,,,,,,,,,,,,,,,,,,,,0,20,20,1958,20
,,,,,,,,,,,,,,,,,,,,,0,80,80,1958,80
,,,,,,,,,,,,,,,,,,,,,0,29,11,1958,29
,,,,,,,,,,,,,,,,,,,,,0,31,31,1958,31
,,,,,,,,,,,,,,,,,,,,,0,20,17,1958,20
,,,,,,,,,,,,,,,,,,,,,0,8,8,1958,8
,,,,,,,,,,,,,,,,,,,,,0,3,3,1958,3
,,,,,,,,,,,,,,,,,,,,,0,36,36,1958,36
,,,,,,,,,,,,,,,,,,,,,0,2,2,1958,2
,,,,,,,,,,,,,,,,,,,,,0,21,21,1958,21
,,,,,,,,,,,,,,,,,,,,,0,12,9,1958,12
,,,,,,,,,,,,,,,,,,,,,0,70,3,1958,70
,,,,,,,,,,,,,,,,,,,,,0,37,21,1958,37
,,,,,,,,,,,,,,,,,,,,,1,18,5,1962,18
,,,,,,,,,,,,,,,,,,,,,0,5,5,1959,5
,,,,,,,,,,,,,,,,,,,,,0,10,10,1959,10
,,,,,,,,,,,,,,,,,,,,,0,39,36,1959,39
,,,,,,,,,,,,,,,,,,,,,0,2,2,1959,2
,,,,,,,,,,,,,,,,,,,,,0,52,51,1959,52
,,,,,,,,,,,,,,,,,,,,,0,4,4,1959,4
,,,,,,,,,,,,,,,,,,,,,0,15,10,1959,15
,,,,,,,,,,,,,,,,,,,,,0,6,2,1959,6
,,,,,,,,,,,,,,,,,,,,,0,28,3,1959,28
,,,,,,,,,,,,,,,,,,,,,0,4,4,1959,4
,,,,,,,,,,,,,,,,,,,,,0,73,65,1959,73
,,,,,,,,,,,,,,,,,,,,,0,24,14,1959,24
,,,,,,,,,,,,,,,,,,,,,0,5,5,1959,5
,,,,,,,,,,,,,,,,,,,,,0,27,24,1959,27
,,,,,,,,,,,,,,,,,,,,,0,19,15,1959,19
,,,,,,,,,,,,,,,,,,,,,0,7,5,1959,7
,,,,,,,,,,,,,,,,,,,,,0,18,1,1959,18
,,,,,,,,,,,,,,,,,,,,,0,9,9,1959,9
,,,,,,,,,,,,,,,,,,,,,0,24,24,1959,24
,,,,,,,,,,,,,,,,,,,,,0,2,2,1959,2
,,,,,,,,,,,,,,,,,,,,,0,26,26,1959,26
,,,,,,,,,,,,,,,,,,,,,0,12,12,1959,12
,,,,,,,,,,,,,,,,,,,,,0,28,28,1959,28
,,,,,,,,,,,,,,,,,,,,,0,5,5,1959,5
,,,,,,,,,,,,,,,,,,,,,0,44,2,1959,44
,,,,,,,,,,,,,,,,,,,,,0,31,31,1959,31
,,,,,,,,,,,,,,,,,,,,,0,12,12,1959,12
,,,,,,,,,,,,,,,,,,,,,0,10,10,1959,10
,,,,,,,,,,,,,,,,,,,,,0,8,8,1959,8
,,,,,,,,,,,,,,,,,,,,,0,60,60,1959,60
,,,,,,,,,,,,,,,,,,,,,0,14,14,1959,14
,,,,,,,,,,,,,,,,,,,,,0,68,68,1959,68
,,,,,,,,,,,,,,,,,,,,,17,1,0,1959,1
,,,,,,,,,,,,,,,,,,,,,0,6,6,1959,6
,,,,,,,,,,,,,,,,,,,,,0,3,2,1959,3
,,,,,,,,,,,,,,,,,,,,,0,5,5,1959,5
,,,,,,,,,,,,,,,,,,,,,0,32,32,1959,32
,,,,,,,,,,,,,,,,,,,,,0,50,2,1959,50
,,,,,,,,,,,,,,,,,,,,,0,2,2,1959,2
,,,,,,,,,,,,,,,,,,,,,0,16,1,1959,16
,,,,,,,,,,,,,,,,,,,,,0,3,3,1959,3
,,,,,,,,,,,,,,,,,,,,,0,20,20,1959,20
,,,,,,,,,,,,,,,,,,,,,0,65,53,1959,65
,,,,,,,,,,,,,,,,,,,,,0,16,16,1959,16
,,,,,,,,,,,,,,,,,,,,,0,34,34,1959,34
,,,,,,,,,,,,,,,,,,,,,1,19,1,1959,19
,,,,,,,,,,,,,,,,,,,,,0,18,18,1959,18
,,,,,,,,,,,,,,,,,,,,,0,27,26,1959,27
,,,,,,,,,,,,,,,,,,,,,0,5,5,1959,5
,,,,,,,,,,,,,,,,,,,,,0,42,42,1959,42
,,,,,,,,,,,,,,,,,,,,,0,40,40,1959,40
,,,,,,,,,,,,,,,,,,,,,8,3,3,1959,3
,,,,,,,,,,,,,,,,,,,,,0,26,25,1959,26
,,,,,,,,,,,,,,,,,,,,,0,45,45,1959,45
,,,,,,,,,,,,,,,,,,,,,0,29,29,1959,29
,,,,,,,,,,,,,,,,,,,,,0,3,3,1959,3
,,,,,,,,,,,,,,,,,,,,,0,2,2,1959,2
,,,,,,,,,,,,,,,,,,,,,10,33,33,1959,33
,,,,,,,,,,,,,,,,,,,,,0,2,1,1959,2
,,,,,,,,,,,,,,,,,,,,,0,11,11,1959,11
,,,,,,,,,,,,,,,,,,,,,0,9,9,1960,9
,,,,,,,,,,,,,,,,,,,,,0,34,34,1960,34
,,,,,,,,,,,,,,,,,,,,,0,10,10,1960,10
,,,,,,,,,,,,,,,,,,,,,0,50,50,1960,50
,,,,,,,,,,,,,,,,,,,,,0,42,42,1960,42
,,,,,,,,,,,,,,,,,,,,,0,61,61,1973,61
,,,,,,,,,,,,,,,,,,,,,0,46,37,1960,46
,,,,,,,,,,,,,,,,,,,,,0,9,9,1960,9
,,,,,,,,,,,,,,,,,,,,,0,59,59,1960,59
,,,,,,,,,,,,,,,,,,,,,0,61,61,1960,61
